anio	mes	nombre_departamento_indec	sector_nombre	puestos_sector_privado
2021	12	Tala	Servicios de programación, consultoría informática y actividades conexas	13
2021	12	Tala	Servicios financieros (excepto seguros y pensiones)	14
2021	12	Tala	Servicios de seguros, reaseguros y pensiones	13
2021	12	Tala	Servicios auxiliares de la actividad financiera y de seguros	3
2021	12	Tala	Servicios inmobiliarios	30
2021	12	Tala	Servicios jurídicos y de contabilidad	20
2021	12	Tala	Servicios y asesoramiento de dirección y gestión empresarial	3
2021	12	Tala	Servicios de arquitectura e ingeniería	3
2021	12	Tala	Investigación y desarrollo científico	NA
2021	12	Tala	Otras actividades profesionales, científicas y técnicas	NA
2021	12	Tala	Servicios veterinarios	NA
2021	12	Tala	Alquiler y arrendamiento	9
2021	12	Tala	Servicios de obtención y dotación de personal	NA
2021	12	Tala	Agencias de viajes, servicios de reservas y actividades conexas	NA
2021	12	Tala	Actividades de investigación y seguridad	13
2021	12	Tala	Servicios a edificios y actividades de jardinería	16
2021	12	Tala	Actividades administrativas y de apoyo a oficinas y empresas	12
2021	12	Tala	Administración pública, defensa y seguridad social	NA
2021	12	Tala	Enseñanza	113
2021	12	Tala	Servicios de salud humana	35
2021	12	Tala	Actividades de atención en instituciones	16
2021	12	Tala	Servicios artísticos y de espectáculos	NA
2021	12	Tala	Juegos de azar y apuestas	NA
2021	12	Tala	Actividades deportivas, recreativas y de entretenimiento	5
2021	12	Tala	Servicios de asociaciones	132
2021	12	Tala	Otros servicios personales	4
2021	12	Tala	Otros sectores	5
2021	12	Uruguay	Agricultura, ganadería, caza y servicios relacionados	663
2021	12	Uruguay	Silvicultura y explotación forestal	17
2021	12	Uruguay	Pesca y acuicultura	37
2021	12	Uruguay	Extracción de petróleo crudo y gas natural	4
2021	12	Uruguay	Extracción de otros minerales	46
2021	12	Uruguay	Actividades de apoyo al petróleo y la minería	5
2021	12	Uruguay	Elaboración de productos alimenticios	3121
2021	12	Uruguay	Elaboración de bebidas	24
2021	12	Uruguay	Elaboración de productos textiles	27
2021	12	Uruguay	Elaboración de prendas de vestir	6
2021	12	Uruguay	Elaboración de productos de cuero y calzado	4
2021	12	Uruguay	Elaboración de productos de madera	142
2021	12	Uruguay	Elaboración de productos de papel	55
2021	12	Uruguay	Imprentas y editoriales	10
2021	12	Uruguay	Fabricación de sustancias químicas	16
2021	12	Uruguay	Elaboracion de productos farmacéuticos	48
2021	12	Uruguay	Fabricación de productos de caucho y vidrio	32
2021	12	Uruguay	Fabricación de productos de vidrio y otros minerales no metálicos	54
2021	12	Uruguay	Fabricación de metales comunes	7
2021	12	Uruguay	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	99
2021	12	Uruguay	Fabricación de productos de informática, de electrónica y de óptica	7
2021	12	Uruguay	Fabricación de equipo eléctrico	11
2021	12	Uruguay	Fabricación de maquinarias	81
2021	12	Uruguay	Fabricación de vehículos automotores, remolques y semirremolques	234
2021	12	Uruguay	Fabricación de otros equipos de transporte	4
2021	12	Uruguay	Fabricación de muebles	5
2021	12	Uruguay	Otras industrias manufactureras	6
2021	12	Uruguay	Reparación e instalación de maquinaria y equipo	3
2021	12	Uruguay	Suministro de electricidad, gas, vapor y aire acondicionado	133
2021	12	Uruguay	Captación, tratamiento y distribución de agua	10
2021	12	Uruguay	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2021	12	Uruguay	Construcción de edificios y partes	374
2021	12	Uruguay	Obras de ingeniería civil	253
2021	12	Uruguay	Actividades especializadas de construcción	159
2021	12	Uruguay	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	243
2021	12	Uruguay	Comercio al por mayor excepto autos y motos	816
2021	12	Uruguay	Comercio al por menor excepto autos y motos	1165
2021	12	Uruguay	Transporte terrestre y por tuberías	534
2021	12	Uruguay	Transporte acuático	15
2021	12	Uruguay	Transporte aéreo	NA
2021	12	Uruguay	Almacenamiento y actividades de apoyo al transporte	245
2021	12	Uruguay	Servicio de correo y mensajería	17
2021	12	Uruguay	Servicios de alojamiento	104
2021	12	Uruguay	Servicios de expendio de alimentos y bebidas	212
2021	12	Uruguay	Edición	21
2021	12	Uruguay	Servicios audiovisuales	9
2021	12	Uruguay	Programación y transmisiones de TV y radio	35
2021	12	Uruguay	Telecomunicaciones	78
2021	12	Uruguay	Servicios de programación, consultoría informática y actividades conexas	228
2021	12	Uruguay	Actividades de procesamiento de información	NA
2021	12	Uruguay	Servicios financieros (excepto seguros y pensiones)	137
2021	12	Uruguay	Servicios de seguros, reaseguros y pensiones	292
2021	12	Uruguay	Servicios auxiliares de la actividad financiera y de seguros	18
2021	12	Uruguay	Servicios inmobiliarios	49
2021	12	Uruguay	Servicios jurídicos y de contabilidad	76
2021	12	Uruguay	Servicios y asesoramiento de dirección y gestión empresarial	28
2021	12	Uruguay	Servicios de arquitectura e ingeniería	39
2021	12	Uruguay	Investigación y desarrollo científico	NA
2021	12	Uruguay	Servicios de publicidad e investigación de mercado	6
2021	12	Uruguay	Otras actividades profesionales, científicas y técnicas	7
2021	12	Uruguay	Alquiler y arrendamiento	5
2021	12	Uruguay	Servicios de obtención y dotación de personal	6
2021	12	Uruguay	Agencias de viajes, servicios de reservas y actividades conexas	12
2021	12	Uruguay	Actividades de investigación y seguridad	130
2021	12	Uruguay	Servicios a edificios y actividades de jardinería	141
2021	12	Uruguay	Actividades administrativas y de apoyo a oficinas y empresas	69
2021	12	Uruguay	Administración pública, defensa y seguridad social	NA
2021	12	Uruguay	Enseñanza	1608
2021	12	Uruguay	Servicios de salud humana	399
2021	12	Uruguay	Actividades de atención en instituciones	34
2021	12	Uruguay	Servicios artísticos y de espectáculos	6
2021	12	Uruguay	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	3
2021	12	Uruguay	Juegos de azar y apuestas	27
2021	12	Uruguay	Actividades deportivas, recreativas y de entretenimiento	55
2021	12	Uruguay	Servicios de asociaciones	455
2021	12	Uruguay	Reparación de computadoras y equipos de uso doméstico	9
2021	12	Uruguay	Otros servicios personales	54
2021	12	Uruguay	Otros sectores	20
2021	12	Victoria	Agricultura, ganadería, caza y servicios relacionados	452
2021	12	Victoria	Pesca y acuicultura	26
2021	12	Victoria	Extracción de petróleo crudo y gas natural	NA
2021	12	Victoria	Extracción de minerales metálicos	NA
2021	12	Victoria	Extracción de otros minerales	13
2021	12	Victoria	Actividades de apoyo al petróleo y la minería	NA
2021	12	Victoria	Elaboración de productos alimenticios	358
2021	12	Victoria	Elaboración de bebidas	12
2021	12	Victoria	Elaboración de prendas de vestir	NA
2021	12	Victoria	Elaboración de productos de cuero y calzado	3
2021	12	Victoria	Elaboración de productos de papel	NA
2021	12	Victoria	Imprentas y editoriales	3
2021	12	Victoria	Fabricación de sustancias químicas	14
2021	12	Victoria	Elaboracion de productos farmacéuticos	5
2021	12	Victoria	Fabricación de productos de caucho y vidrio	8
2021	12	Victoria	Fabricación de productos de vidrio y otros minerales no metálicos	159
2021	12	Victoria	Fabricación de metales comunes	4
2021	12	Victoria	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	14
2021	12	Victoria	Fabricación de productos de informática, de electrónica y de óptica	4
2021	12	Victoria	Fabricación de equipo eléctrico	4
2021	12	Victoria	Fabricación de maquinarias	11
2021	12	Victoria	Fabricación de vehículos automotores, remolques y semirremolques	17
2021	12	Victoria	Otras industrias manufactureras	NA
2021	12	Victoria	Reparación e instalación de maquinaria y equipo	4
2021	12	Victoria	Suministro de electricidad, gas, vapor y aire acondicionado	30
2021	12	Victoria	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	3
2021	12	Victoria	Construcción de edificios y partes	36
2021	12	Victoria	Obras de ingeniería civil	137
2021	12	Victoria	Actividades especializadas de construcción	30
2021	12	Victoria	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	103
2021	12	Victoria	Comercio al por mayor excepto autos y motos	343
2021	12	Victoria	Comercio al por menor excepto autos y motos	375
2021	12	Victoria	Transporte terrestre y por tuberías	106
2021	12	Victoria	Transporte acuático	4
2021	12	Victoria	Transporte aéreo	NA
2021	12	Victoria	Almacenamiento y actividades de apoyo al transporte	32
2021	12	Victoria	Servicio de correo y mensajería	3
2021	12	Victoria	Servicios de alojamiento	175
2021	12	Victoria	Servicios de expendio de alimentos y bebidas	84
2021	12	Victoria	Edición	4
2021	12	Victoria	Servicios audiovisuales	NA
2021	12	Victoria	Programación y transmisiones de TV y radio	40
2021	12	Victoria	Telecomunicaciones	9
2021	12	Victoria	Servicios de programación, consultoría informática y actividades conexas	19
2021	12	Victoria	Servicios financieros (excepto seguros y pensiones)	35
2021	12	Victoria	Servicios de seguros, reaseguros y pensiones	23
2021	12	Victoria	Servicios auxiliares de la actividad financiera y de seguros	4
2021	12	Victoria	Servicios inmobiliarios	20
2021	12	Victoria	Servicios jurídicos y de contabilidad	29
2021	12	Victoria	Servicios y asesoramiento de dirección y gestión empresarial	NA
2021	12	Victoria	Servicios de arquitectura e ingeniería	20
2021	12	Victoria	Investigación y desarrollo científico	5
2021	12	Victoria	Servicios de publicidad e investigación de mercado	NA
2021	12	Victoria	Otras actividades profesionales, científicas y técnicas	NA
2021	12	Victoria	Alquiler y arrendamiento	NA
2021	12	Victoria	Servicios de obtención y dotación de personal	NA
2021	12	Victoria	Agencias de viajes, servicios de reservas y actividades conexas	3
2021	12	Victoria	Actividades de investigación y seguridad	18
2021	12	Victoria	Servicios a edificios y actividades de jardinería	27
2021	12	Victoria	Actividades administrativas y de apoyo a oficinas y empresas	22
2021	12	Victoria	Administración pública, defensa y seguridad social	NA
2021	12	Victoria	Enseñanza	462
2021	12	Victoria	Servicios de salud humana	111
2021	12	Victoria	Actividades de atención en instituciones	6
2021	12	Victoria	Juegos de azar y apuestas	314
2021	12	Victoria	Actividades deportivas, recreativas y de entretenimiento	20
2021	12	Victoria	Servicios de asociaciones	82
2021	12	Victoria	Reparación de computadoras y equipos de uso doméstico	NA
2021	12	Victoria	Otros servicios personales	18
2021	12	Victoria	Otros sectores	7
2021	12	Villaguay	Agricultura, ganadería, caza y servicios relacionados	922
2021	12	Villaguay	Silvicultura y explotación forestal	NA
2021	12	Villaguay	Pesca y acuicultura	NA
2021	12	Villaguay	Extracción de petróleo crudo y gas natural	NA
2021	12	Villaguay	Extracción de otros minerales	6
2021	12	Villaguay	Actividades de apoyo al petróleo y la minería	NA
2021	12	Villaguay	Elaboración de productos alimenticios	418
2021	12	Villaguay	Elaboración de bebidas	4
2021	12	Villaguay	Elaboración de productos textiles	4
2021	12	Villaguay	Elaboración de prendas de vestir	NA
2021	12	Villaguay	Elaboración de productos de cuero y calzado	NA
2021	12	Villaguay	Elaboración de productos de madera	NA
2021	12	Villaguay	Elaboración de productos de papel	NA
2021	12	Villaguay	Imprentas y editoriales	NA
2021	12	Villaguay	Fabricación de sustancias químicas	15
2021	12	Villaguay	Elaboracion de productos farmacéuticos	3
2021	12	Villaguay	Fabricación de productos de caucho y vidrio	7
2021	12	Villaguay	Fabricación de productos de vidrio y otros minerales no metálicos	NA
2021	12	Villaguay	Fabricación de metales comunes	3
2021	12	Villaguay	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	17
2021	12	Villaguay	Fabricación de productos de informática, de electrónica y de óptica	NA
2021	12	Villaguay	Fabricación de maquinarias	17
2021	12	Villaguay	Fabricación de vehículos automotores, remolques y semirremolques	6
2021	12	Villaguay	Fabricación de muebles	4
2021	12	Villaguay	Reparación e instalación de maquinaria y equipo	NA
2021	12	Villaguay	Suministro de electricidad, gas, vapor y aire acondicionado	34
2021	12	Villaguay	Captación, tratamiento y distribución de agua	9
2021	12	Villaguay	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2021	12	Villaguay	Construcción de edificios y partes	80
2021	12	Villaguay	Obras de ingeniería civil	258
2021	12	Villaguay	Actividades especializadas de construcción	21
2021	12	Villaguay	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	36
2021	12	Villaguay	Comercio al por mayor excepto autos y motos	244
2021	12	Villaguay	Comercio al por menor excepto autos y motos	629
2021	12	Villaguay	Transporte terrestre y por tuberías	139
2021	12	Villaguay	Transporte acuático	NA
2021	12	Villaguay	Transporte aéreo	NA
2021	12	Villaguay	Almacenamiento y actividades de apoyo al transporte	14
2021	12	Villaguay	Servicio de correo y mensajería	7
2021	12	Villaguay	Servicios de alojamiento	20
2021	12	Villaguay	Servicios de expendio de alimentos y bebidas	55
2021	12	Villaguay	Edición	13
2021	12	Villaguay	Servicios audiovisuales	4
2021	12	Villaguay	Programación y transmisiones de TV y radio	43
2021	12	Villaguay	Telecomunicaciones	17
2021	12	Villaguay	Servicios de programación, consultoría informática y actividades conexas	22
2021	12	Villaguay	Servicios financieros (excepto seguros y pensiones)	42
2021	12	Villaguay	Servicios de seguros, reaseguros y pensiones	18
2021	12	Villaguay	Servicios auxiliares de la actividad financiera y de seguros	7
2021	12	Villaguay	Servicios inmobiliarios	26
2021	12	Villaguay	Servicios jurídicos y de contabilidad	21
2021	12	Villaguay	Servicios y asesoramiento de dirección y gestión empresarial	13
2021	12	Villaguay	Servicios de arquitectura e ingeniería	8
2021	12	Villaguay	Investigación y desarrollo científico	NA
2021	12	Villaguay	Servicios de publicidad e investigación de mercado	NA
2021	12	Villaguay	Otras actividades profesionales, científicas y técnicas	NA
2021	12	Villaguay	Servicios veterinarios	NA
2021	12	Villaguay	Alquiler y arrendamiento	11
2021	12	Villaguay	Agencias de viajes, servicios de reservas y actividades conexas	8
2021	12	Villaguay	Actividades de investigación y seguridad	41
2021	12	Villaguay	Servicios a edificios y actividades de jardinería	28
2021	12	Villaguay	Actividades administrativas y de apoyo a oficinas y empresas	35
2021	12	Villaguay	Administración pública, defensa y seguridad social	NA
2021	12	Villaguay	Enseñanza	302
2021	12	Villaguay	Servicios de salud humana	129
2021	12	Villaguay	Actividades de atención en instituciones	3
2021	12	Villaguay	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2021	12	Villaguay	Juegos de azar y apuestas	4
2021	12	Villaguay	Actividades deportivas, recreativas y de entretenimiento	8
2021	12	Villaguay	Servicios de asociaciones	84
2021	12	Villaguay	Reparación de computadoras y equipos de uso doméstico	NA
2021	12	Villaguay	Otros servicios personales	18
2021	12	Villaguay	Otros sectores	5
2022	1	Colón	Agricultura, ganadería, caza y servicios relacionados	684
2022	1	Colón	Silvicultura y explotación forestal	166
2022	1	Colón	Pesca y acuicultura	98
2022	1	Colón	Extracción de petróleo crudo y gas natural	NA
2022	1	Colón	Extracción de otros minerales	92
2022	1	Colón	Actividades de apoyo al petróleo y la minería	8
2022	1	Colón	Elaboración de productos alimenticios	2848
2022	1	Colón	Elaboración de bebidas	12
2022	1	Colón	Elaboración de productos textiles	5
2022	1	Colón	Elaboración de prendas de vestir	19
2022	1	Colón	Elaboración de productos de cuero y calzado	7
2022	1	Colón	Elaboración de productos de madera	324
2022	1	Colón	Elaboración de productos de papel	9
2022	1	Colón	Imprentas y editoriales	NA
2022	1	Colón	Fabricación de sustancias químicas	7
2022	1	Colón	Elaboracion de productos farmacéuticos	9
2022	1	Colón	Fabricación de productos de caucho y vidrio	18
2022	1	Colón	Fabricación de productos de vidrio y otros minerales no metálicos	12
2022	1	Colón	Fabricación de metales comunes	NA
2022	1	Colón	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	51
2022	1	Colón	Fabricación de equipo eléctrico	5
2022	1	Colón	Fabricación de maquinarias	86
2022	1	Colón	Fabricación de vehículos automotores, remolques y semirremolques	22
2022	1	Colón	Fabricación de otros equipos de transporte	NA
2022	1	Colón	Fabricación de muebles	10
2022	1	Colón	Otras industrias manufactureras	NA
2022	1	Colón	Reparación e instalación de maquinaria y equipo	NA
2022	1	Colón	Suministro de electricidad, gas, vapor y aire acondicionado	18
2022	1	Colón	Captación, tratamiento y distribución de agua	4
2022	1	Colón	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	9
2022	1	Colón	Construcción de edificios y partes	81
2022	1	Colón	Obras de ingeniería civil	79
2022	1	Colón	Actividades especializadas de construcción	20
2022	1	Colón	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	99
2022	1	Colón	Comercio al por mayor excepto autos y motos	481
2022	1	Colón	Comercio al por menor excepto autos y motos	1011
2022	1	Colón	Transporte terrestre y por tuberías	484
2022	1	Colón	Transporte acuático	76
2022	1	Colón	Almacenamiento y actividades de apoyo al transporte	42
2022	1	Colón	Servicio de correo y mensajería	10
2022	1	Colón	Servicios de alojamiento	403
2022	1	Colón	Servicios de expendio de alimentos y bebidas	191
2022	1	Colón	Edición	12
2022	1	Colón	Servicios audiovisuales	NA
2022	1	Colón	Programación y transmisiones de TV y radio	69
2022	1	Colón	Telecomunicaciones	12
2022	1	Colón	Servicios de programación, consultoría informática y actividades conexas	46
2022	1	Colón	Actividades de procesamiento de información	3
2022	1	Colón	Servicios financieros (excepto seguros y pensiones)	60
2022	1	Colón	Servicios de seguros, reaseguros y pensiones	53
2022	1	Colón	Servicios auxiliares de la actividad financiera y de seguros	22
2022	1	Colón	Servicios inmobiliarios	26
2022	1	Colón	Servicios jurídicos y de contabilidad	54
2022	1	Colón	Servicios y asesoramiento de dirección y gestión empresarial	15
2022	1	Colón	Servicios de arquitectura e ingeniería	11
2022	1	Colón	Investigación y desarrollo científico	NA
2022	1	Colón	Servicios de publicidad e investigación de mercado	6
2022	1	Colón	Otras actividades profesionales, científicas y técnicas	3
2022	1	Colón	Servicios veterinarios	NA
2022	1	Colón	Alquiler y arrendamiento	32
2022	1	Colón	Servicios de obtención y dotación de personal	NA
2022	1	Colón	Agencias de viajes, servicios de reservas y actividades conexas	11
2022	1	Colón	Actividades de investigación y seguridad	36
2022	1	Colón	Servicios a edificios y actividades de jardinería	52
2022	1	Colón	Actividades administrativas y de apoyo a oficinas y empresas	20
2022	1	Colón	Administración pública, defensa y seguridad social	NA
2022	1	Colón	Enseñanza	398
2022	1	Colón	Servicios de salud humana	209
2022	1	Colón	Actividades de atención en instituciones	22
2022	1	Colón	Actividades de atención sin alojamiento	NA
2022	1	Colón	Servicios artísticos y de espectáculos	NA
2022	1	Colón	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	4
2022	1	Colón	Juegos de azar y apuestas	16
2022	1	Colón	Actividades deportivas, recreativas y de entretenimiento	62
2022	1	Colón	Servicios de asociaciones	322
2022	1	Colón	Reparación de computadoras y equipos de uso doméstico	NA
2022	1	Colón	Otros servicios personales	16
2022	1	Colón	Otros sectores	18
2022	1	Concordia	Agricultura, ganadería, caza y servicios relacionados	3393
2022	1	Concordia	Silvicultura y explotación forestal	301
2022	1	Concordia	Pesca y acuicultura	7
2022	1	Concordia	Extracción de petróleo crudo y gas natural	5
2022	1	Concordia	Extracción de minerales metálicos	NA
2022	1	Concordia	Extracción de otros minerales	48
2022	1	Concordia	Actividades de apoyo al petróleo y la minería	17
2022	1	Concordia	Elaboración de productos alimenticios	1042
2022	1	Concordia	Elaboración de bebidas	176
2022	1	Concordia	Elaboración de productos textiles	9
2022	1	Concordia	Elaboración de prendas de vestir	16
2022	1	Concordia	Elaboración de productos de madera	1286
2022	1	Concordia	Elaboración de productos de papel	14
2022	1	Concordia	Imprentas y editoriales	30
2022	1	Concordia	Fabricación de sustancias químicas	124
2022	1	Concordia	Elaboracion de productos farmacéuticos	23
2022	1	Concordia	Fabricación de productos de caucho y vidrio	31
2022	1	Concordia	Fabricación de productos de vidrio y otros minerales no metálicos	41
2022	1	Concordia	Fabricación de metales comunes	20
2022	1	Concordia	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	109
2022	1	Concordia	Fabricación de productos de informática, de electrónica y de óptica	18
2022	1	Concordia	Fabricación de equipo eléctrico	12
2022	1	Concordia	Fabricación de maquinarias	24
2022	1	Concordia	Fabricación de vehículos automotores, remolques y semirremolques	30
2022	1	Concordia	Fabricación de otros equipos de transporte	3
2022	1	Concordia	Fabricación de muebles	13
2022	1	Concordia	Otras industrias manufactureras	20
2022	1	Concordia	Reparación e instalación de maquinaria y equipo	23
2022	1	Concordia	Suministro de electricidad, gas, vapor y aire acondicionado	231
2022	1	Concordia	Captación, tratamiento y distribución de agua	26
2022	1	Concordia	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	20
2022	1	Concordia	Descontaminación y otros servicios	NA
2022	1	Concordia	Construcción de edificios y partes	658
2022	1	Concordia	Obras de ingeniería civil	540
2022	1	Concordia	Actividades especializadas de construcción	217
2022	1	Concordia	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	410
2022	1	Concordia	Comercio al por mayor excepto autos y motos	1517
2022	1	Concordia	Comercio al por menor excepto autos y motos	2094
2022	1	Concordia	Transporte terrestre y por tuberías	744
2022	1	Concordia	Transporte acuático	NA
2022	1	Concordia	Transporte aéreo	NA
2022	1	Concordia	Almacenamiento y actividades de apoyo al transporte	64
2022	1	Concordia	Servicio de correo y mensajería	46
2022	1	Concordia	Servicios de alojamiento	204
2022	1	Concordia	Servicios de expendio de alimentos y bebidas	298
2022	1	Concordia	Edición	8
2022	1	Concordia	Servicios audiovisuales	17
2022	1	Concordia	Programación y transmisiones de TV y radio	127
2022	1	Concordia	Telecomunicaciones	88
2022	1	Concordia	Servicios de programación, consultoría informática y actividades conexas	116
2022	1	Concordia	Actividades de procesamiento de información	4
2022	1	Concordia	Servicios financieros (excepto seguros y pensiones)	273
2022	1	Concordia	Servicios de seguros, reaseguros y pensiones	199
2022	1	Concordia	Servicios auxiliares de la actividad financiera y de seguros	50
2022	1	Concordia	Servicios inmobiliarios	93
2022	1	Concordia	Servicios jurídicos y de contabilidad	127
2022	1	Concordia	Servicios y asesoramiento de dirección y gestión empresarial	67
2022	1	Concordia	Servicios de arquitectura e ingeniería	54
2022	1	Concordia	Investigación y desarrollo científico	6
2022	1	Concordia	Servicios de publicidad e investigación de mercado	15
2022	1	Concordia	Otras actividades profesionales, científicas y técnicas	11
2022	1	Concordia	Servicios veterinarios	7
2022	1	Concordia	Alquiler y arrendamiento	27
2022	1	Concordia	Servicios de obtención y dotación de personal	7
2022	1	Concordia	Agencias de viajes, servicios de reservas y actividades conexas	49
2022	1	Concordia	Actividades de investigación y seguridad	222
2022	1	Concordia	Servicios a edificios y actividades de jardinería	226
2022	1	Concordia	Actividades administrativas y de apoyo a oficinas y empresas	242
2022	1	Concordia	Administración pública, defensa y seguridad social	NA
2022	1	Concordia	Enseñanza	1816
2022	1	Concordia	Servicios de salud humana	818
2022	1	Concordia	Actividades de atención en instituciones	31
2022	1	Concordia	Actividades de atención sin alojamiento	NA
2022	1	Concordia	Servicios artísticos y de espectáculos	5
2022	1	Concordia	Juegos de azar y apuestas	29
2022	1	Concordia	Actividades deportivas, recreativas y de entretenimiento	62
2022	1	Concordia	Servicios de asociaciones	508
2022	1	Concordia	Reparación de computadoras y equipos de uso doméstico	10
2022	1	Concordia	Otros servicios personales	87
2022	1	Concordia	Otros sectores	22
2022	1	Diamante	Agricultura, ganadería, caza y servicios relacionados	565
2022	1	Diamante	Pesca y acuicultura	14
2022	1	Diamante	Extracción de petróleo crudo y gas natural	4
2022	1	Diamante	Extracción de minerales metálicos	NA
2022	1	Diamante	Extracción de otros minerales	17
2022	1	Diamante	Actividades de apoyo al petróleo y la minería	4
2022	1	Diamante	Elaboración de productos alimenticios	848
2022	1	Diamante	Elaboración de bebidas	52
2022	1	Diamante	Elaboración de productos textiles	6
2022	1	Diamante	Elaboración de prendas de vestir	NA
2022	1	Diamante	Elaboración de productos de cuero y calzado	119
2022	1	Diamante	Elaboración de productos de madera	9
2022	1	Diamante	Elaboración de productos de papel	9
2022	1	Diamante	Imprentas y editoriales	3
2022	1	Diamante	Fabricación de sustancias químicas	28
2022	1	Diamante	Elaboracion de productos farmacéuticos	16
2022	1	Diamante	Fabricación de productos de caucho y vidrio	104
2022	1	Diamante	Fabricación de productos de vidrio y otros minerales no metálicos	41
2022	1	Diamante	Fabricación de metales comunes	11
2022	1	Diamante	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	87
2022	1	Diamante	Fabricación de productos de informática, de electrónica y de óptica	NA
2022	1	Diamante	Fabricación de equipo eléctrico	3
2022	1	Diamante	Fabricación de maquinarias	15
2022	1	Diamante	Fabricación de vehículos automotores, remolques y semirremolques	81
2022	1	Diamante	Fabricación de otros equipos de transporte	8
2022	1	Diamante	Fabricación de muebles	29
2022	1	Diamante	Otras industrias manufactureras	15
2022	1	Diamante	Reparación e instalación de maquinaria y equipo	4
2022	1	Diamante	Suministro de electricidad, gas, vapor y aire acondicionado	24
2022	1	Diamante	Captación, tratamiento y distribución de agua	16
2022	1	Diamante	Evacuación de aguas residuales	NA
2022	1	Diamante	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2022	1	Diamante	Construcción de edificios y partes	61
2022	1	Diamante	Obras de ingeniería civil	107
2022	1	Diamante	Actividades especializadas de construcción	18
2022	1	Diamante	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	77
2022	1	Diamante	Comercio al por mayor excepto autos y motos	539
2022	1	Diamante	Comercio al por menor excepto autos y motos	530
2022	1	Diamante	Transporte terrestre y por tuberías	254
2022	1	Diamante	Transporte acuático	4
2022	1	Diamante	Almacenamiento y actividades de apoyo al transporte	36
2022	1	Diamante	Servicio de correo y mensajería	7
2022	1	Diamante	Servicios de alojamiento	18
2022	1	Diamante	Servicios de expendio de alimentos y bebidas	68
2022	1	Diamante	Edición	18
2022	1	Diamante	Programación y transmisiones de TV y radio	25
2022	1	Diamante	Telecomunicaciones	17
2022	1	Diamante	Servicios de programación, consultoría informática y actividades conexas	25
2022	1	Diamante	Actividades de procesamiento de información	NA
2022	1	Diamante	Servicios financieros (excepto seguros y pensiones)	44
2022	1	Diamante	Servicios de seguros, reaseguros y pensiones	27
2022	1	Diamante	Servicios auxiliares de la actividad financiera y de seguros	6
2022	1	Diamante	Servicios inmobiliarios	18
2022	1	Diamante	Servicios jurídicos y de contabilidad	62
2022	1	Diamante	Servicios y asesoramiento de dirección y gestión empresarial	4
2022	1	Diamante	Servicios de arquitectura e ingeniería	10
2022	1	Diamante	Investigación y desarrollo científico	NA
2022	1	Diamante	Servicios de publicidad e investigación de mercado	5
2022	1	Diamante	Otras actividades profesionales, científicas y técnicas	3
2022	1	Diamante	Servicios veterinarios	NA
2022	1	Diamante	Alquiler y arrendamiento	NA
2022	1	Diamante	Servicios de obtención y dotación de personal	NA
2022	1	Diamante	Agencias de viajes, servicios de reservas y actividades conexas	4
2022	1	Diamante	Actividades de investigación y seguridad	17
2022	1	Diamante	Servicios a edificios y actividades de jardinería	25
2022	1	Diamante	Actividades administrativas y de apoyo a oficinas y empresas	36
2022	1	Diamante	Administración pública, defensa y seguridad social	NA
2022	1	Diamante	Enseñanza	1036
2022	1	Diamante	Servicios de salud humana	753
2022	1	Diamante	Actividades de atención en instituciones	95
2022	1	Diamante	Juegos de azar y apuestas	18
2022	1	Diamante	Actividades deportivas, recreativas y de entretenimiento	6
2022	1	Diamante	Servicios de asociaciones	362
2022	1	Diamante	Reparación de computadoras y equipos de uso doméstico	NA
2022	1	Diamante	Otros servicios personales	26
2022	1	Diamante	Otros sectores	NA
2022	1	Federación	Agricultura, ganadería, caza y servicios relacionados	1259
2022	1	Federación	Silvicultura y explotación forestal	43
2022	1	Federación	Pesca y acuicultura	3
2022	1	Federación	Extracción de petróleo crudo y gas natural	NA
2022	1	Federación	Extracción de otros minerales	13
2022	1	Federación	Actividades de apoyo al petróleo y la minería	3
2022	1	Federación	Elaboración de productos alimenticios	428
2022	1	Federación	Elaboración de bebidas	24
2022	1	Federación	Elaboración de productos de tabaco	NA
2022	1	Federación	Elaboración de productos textiles	NA
2022	1	Federación	Elaboración de prendas de vestir	NA
